file,offset,token,prev_small_u32
SJ01.ato,982,SLASH033,0 0 65 0 0 24 32 0
SJ01.ato,1010,LOCATE,0 0 0 0 0 0
SJ01.ato,1083,193,0 3 23 24
SJ01.ato,1151,LOCATE,41 24 0 65 0 0
SJ01.ato,1316,SM002186,0 0 0 27 12 0 0 0
SJ01.ato,1485,SM005110,0 0 0 27 12 0 0 0
SJ01.ato,1694,SM002186,1 0 0 0 0 0 0 0
SJ01.ato,1738,ClgKC,0 256 256 2304 512 0 0
SJ01.ato,1863,SM004186,0 0 0 27 12 0 0 0
SJ01.ato,2032,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,2093,TO4C,2 0 0 0 0
SJ01.ato,2129,TO4C,3 22 48 0 0
SJ01.ato,2201,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,2370,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,2539,SE015186,0 0 0 27 12 0 0 0
SJ01.ato,2583,B6w,0 256 256 2304 512 0 0
SJ01.ato,2619,B6w,193 0 835 5632
SJ01.ato,2708,SE003144,0 0 0 27 12 0 0 0
SJ01.ato,2877,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,3046,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,3215,SM002186,0 0 0 27 12 0 0 0
SJ01.ato,3384,SM004186,0 0 0 27 12 0 0 0
SJ01.ato,3553,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,3599,.dC,0 0
SJ01.ato,3635,.dC,0
SJ01.ato,3722,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,3891,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,4060,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,4229,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,4398,SE003186,0 0 0 27 12 0 0 0
SJ01.ato,4567,SE015186,0 0 0 27 12 0 0 0
SJ01.ato,4736,SB017186,0 0 0 27 12 0 0 0
SJ01.ato,4905,SB016186,0 0 0 27 12 0 0 0
SJ01.ato,5074,SE008186,0 0 0 27 12 0 0 0
SJ01.ato,5243,SM005186,0 0 0 27 12 0 0 0
SJ01.ato,5412,SM002186,0 0 0 27 12 0 0 0
SJ01.ato,5621,SB038186,0 0 0 0 0 0 0 0
SJ01.ato,5830,SB037186,0 0 0 0 0 0 0 0
SJ01.ato,6039,SB039186,0 0 0 0 0 0 0 0
SJ01.ato,6208,SE003186,0 0 0 27 12 0 0 9
SJ01.ato,6377,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,6546,SM002186,0 0 0 27 12 0 0 0
SJ01.ato,6735,SM004186,0 0 0 27 12 0 0 0
SJ01.ato,6904,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,7073,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,7117,BH-iC,0 256 512 2304 512 0 0
SJ01.ato,7153,BH-iC,193 0 835 5632
SJ01.ato,7242,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,7304,u_C,0 0 0
SJ01.ato,7340,u_C,0
SJ01.ato,7411,SE003186,0 0 0 27 12 0 0 0
SJ01.ato,7580,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,7749,SE015186,0 0 0 27 12 0 0 0
SJ01.ato,7918,SB017186,0 0 0 27 12 0 0 0
SJ01.ato,8087,SB016186,0 0 0 27 12 0 0 0
SJ01.ato,8256,SE008186,0 0 0 27 12 0 0 0
SJ01.ato,8465,SM005186,1 0 0 0 0 0 0 0
SJ01.ato,8634,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,8696,E-C,0 0 0
SJ01.ato,8711,j9C,0 0 3 22 48
SJ01.ato,8803,SM002186,0 0 0 27 12 0 0 0
SJ01.ato,8885,ydC,0
SJ01.ato,8972,SM004186,0 0 0 27 12 0 0 0
SJ01.ato,9141,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,9310,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,9479,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,9668,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,9837,SE003186,0 0 0 27 12 0 0 0
SJ01.ato,10006,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,10175,SE015186,0 0 0 27 12 0 0 0
SJ01.ato,10364,SB017186,0 0 0 27 12 0 0 0
SJ01.ato,10533,SB016186,0 0 0 27 12 0 0 0
SJ01.ato,10702,SE008186,0 0 0 27 12 0 0 0
SJ01.ato,10871,SM005186,0 0 0 27 12 0 0 0
SJ01.ato,10933,5GC,0 0 0
SJ01.ato,10969,5GC,0
SJ01.ato,11080,SM002188,0 0 0 0 0 0 0 0
SJ01.ato,11249,SM004186,0 0 0 27 12 0 0 0
SJ01.ato,11438,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,11607,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,11776,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,11945,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,12114,SE003186,0 0 0 27 12 0 0 0
SJ01.ato,12283,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,12452,SB017186,0 0 0 27 12 0 0 0
SJ01.ato,12498,FAC,0 0
SJ01.ato,12534,FAC,0
SJ01.ato,12641,SB016186,0 0 0 27 12 0 0 0
SJ01.ato,12810,SE008186,0 0 0 27 12 0 0 0
SJ01.ato,12979,SM005188,0 1 0 27 12 0 0 0
SJ01.ato,13148,SM002191,0 0 0 27 12 0 0 0
SJ01.ato,13317,SM004191,0 0 0 27 12 0 0 0
SJ01.ato,13486,SM005186,0 0 0 27 12 0 0 0
SJ01.ato,13655,SB005186,0 0 0 27 12 0 0 0
SJ01.ato,13824,SB037186,0 0 0 27 12 0 0 0
SJ01.ato,13993,SB038186,0 0 0 27 12 0 0 0
SJ01.ato,14162,SB039186,0 0 0 27 12 0 0 0
SJ01.ato,14331,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,14500,SE004186,0 0 0 27 12 0 0 0
SJ01.ato,14709,SB016186,0 0 0 0 0 0 0 0
SJ01.ato,14918,SB017191,0 0 0 0 0 0 0 0
SJ01.ato,15127,SE008186,0 0 0 0 0 0 0 0
SJ01.ato,15336,SE008186,0 0 0 0 0 0 0 0
SJ01.ato,15545,SE008186,0 0 0 0 0 0 0 0
SJ01.ato,15618,play,0 0 0 0 0 0 0 21
SJ01.ato,15634,180,0 0 0 21 8
SJ01.ato,15762,SM002180,0 65 0 0 0 28 16 32
SJ01.ato,15790,SB038180,32 0 28 16 33
SJ01.ato,15818,SB037180,33 0 28 16 34
SJ01.ato,15846,SB039180,34 0 28 16 35
SJ01.ato,15874,SE004180,35 0 28 16 37
SJ01.ato,15902,SE003180,37 0 28 16 36
SJ01.ato,16090,186,3625 25 4 1 3700 25 4 0
SJ01.ato,16198,SM002186,0 25 4 0 0 28 16 10
SJ01.ato,16226,SM004186,10 0 28 16 11
SJ01.ato,16254,SB039186,11 0 28 16 13
SJ01.ato,16282,SB038186,13 0 28 16 14
SJ01.ato,16310,SE015186,14 0 28 16 15
SJ01.ato,16338,SE003186,15 0 28 16 16
SJ01.ato,16366,SE004186,16 0 28 16 17
SJ01.ato,16394,SB005186,17 0 28 16 12
SJ01.ato,16422,SB037186,12 0 28 16 18
SJ01.ato,16470,187,41 24 0 0 0 65 0 0
SJ01.ato,16562,SE004187,0 0 0 15 0 28 16 44
SJ01.ato,16590,SE015187,44 0 28 16 45
SJ01.ato,16618,SE003187,45 0 28 16 43
SJ01.ato,16646,SB017187,43 0 28 16 46
SJ01.ato,16674,SB016187,46 0 28 16 47
SJ01.ato,16702,SB005187,47 0 28 16 50
SJ01.ato,16730,SE008187,50 0 28 16 48
SJ01.ato,16758,SM005187,48 0 28 16 49
SJ01.ato,16786,SB038187,49 0 28 16 42
SJ01.ato,16814,SB039187,42 0 28 16 41
SJ01.ato,16842,SB037187,41 0 28 16 40
SJ01.ato,16870,SM002187,40 0 28 16 38
SJ01.ato,16898,SM004187,38 0 28 16 39
SJ01.ato,16962,188,65 0 0 120 25 4 0
SJ01.ato,17054,SB005188,0 0 0 18 0 28 16 66
SJ01.ato,17082,SM004188,66 0 28 16 65
SJ01.ato,17110,SB038188,65 0 28 16 68
SJ01.ato,17138,SB037188,68 0 28 16 69
SJ01.ato,17166,SE003188,69 0 28 16 70
SJ01.ato,17194,SE004188,70 0 28 16 71
SJ01.ato,17222,SE008188,71 0 28 16 74
SJ01.ato,17250,SB017188,74 0 28 16 72
SJ01.ato,17278,SM005188,72 0 28 16 75
SJ01.ato,17306,SM002188,75 0 28 16 64
SJ01.ato,17334,SB016188,64 0 28 16 73
SJ01.ato,17362,SB039188,73 0 28 16 67
SJ01.ato,17530,189,703 25 4 1 770 25 4 0
SJ01.ato,17638,SM005189,0 25 4 0 0 28 16 63
SJ01.ato,17666,SM002189,63 0 28 16 51
SJ01.ato,17694,SM004189,51 0 28 16 52
SJ01.ato,17722,SB005189,52 0 28 16 53
SJ01.ato,17750,SB039189,53 0 28 16 54
SJ01.ato,17778,SB038189,54 0 28 16 55
SJ01.ato,17806,SB037189,55 0 28 16 56
SJ01.ato,17834,SE003189,56 0 28 16 57
SJ01.ato,17862,SE004189,57 0 28 16 58
SJ01.ato,17890,SE015189,58 0 28 16 59
SJ01.ato,17918,SB017189,59 0 28 16 60
SJ01.ato,17946,SB016189,60 0 28 16 61
SJ01.ato,17974,SE008189,61 0 28 16 62
SJ01.ato,18058,190,41 24 0 0 0 65 0 0
SJ01.ato,18202,SB017190,0 65 0 0 0 28 16 28
SJ01.ato,18230,SM002190,28 0 28 16 19
SJ01.ato,18258,SM005190,19 0 28 16 31
SJ01.ato,18286,SM004190,31 0 28 16 20
SJ01.ato,18314,SB005190,20 0 28 16 21
SJ01.ato,18342,SB016190,21 0 28 16 29
SJ01.ato,18370,SE008190,29 0 28 16 30
SJ01.ato,18398,SE003190,30 0 28 16 26
SJ01.ato,18426,SE004190,26 0 28 16 25
SJ01.ato,18454,SB039190,25 0 28 16 22
SJ01.ato,18482,SB038190,22 0 28 16 23
SJ01.ato,18510,SB037190,23 0 28 16 24
SJ01.ato,18538,SE015190,24 0 28 16 27
SJ01.ato,18646,191,1872 25 4 1 1900 25 4 0
SJ01.ato,18754,SB005191,0 25 4 0 0 28 16 79
SJ01.ato,18782,SM004191,79 0 28 16 77
SJ01.ato,18810,SE004191,77 0 28 16 84
SJ01.ato,18838,SM002191,84 0 28 16 76
SJ01.ato,18866,SB037191,76 0 28 16 80
SJ01.ato,18894,SB039191,80 0 28 16 82
SJ01.ato,18922,SB038191,82 0 28 16 81
SJ01.ato,18950,SE004191,81 0 28 16 83
SJ01.ato,18978,SB017191,83 0 28 16 86
SJ01.ato,19006,SB016191,86 0 28 16 85
SJ01.ato,19034,SE008191A,85 0 28 16 89
SJ01.ato,19062,SE008191B,89 0 28 16 87
SJ01.ato,19090,SE008191C,87 0 28 16 88
SJ01.ato,19118,SM005191,88 0 28 16 78
SJ01.ato,19230,SLASH035,367 25 4 1 383 24 32 0
SJ01.ato,19290,STEP03,399 25 4 1 401 24 32 0
SJ01.ato,19350,SLASH001,412 25 4 0 426 24 32 0
SJ01.ato,19394,PUNCH03,0 0 0 0 433 24 32 0
SJ01.ato,19438,SLASH004,0 0 0 0 439 24 32 0
SJ01.ato,19498,BURN01,444 25 4 1 450 24 32 0
SJ01.ato,19542,SLASH033,0 0 0 0 484 24 32 0
SJ01.ato,19714,193,4108 25 4 1 4810 25 4 0
SJ01.ato,19822,SM002193,0 25 4 0 0 28 16 8
SJ01.ato,19850,SM005193,8 0 28 16 9
SJ01.ato,19930,SM005110,398 25 4 1 440 25 4 0
SJ01.ato,19946,SM005193,440 25 4 0 1
SJ01.ato,20110,SM002186,0 0 0 0 0 0 0 0
SJ01.ato,20126,SM002193,0 0 0 0 6
SJ01.ato,20642,SM002186,0 440 21 16 9 0 0 0
SJ01.ato,21172,6B.hT,0 0 0
SJ01.ato,21334,SM002190,0 200 21 16 0 0 0 0
SJ01.ato,22026,SM002180,0 1900 21 16 61 0 0 0
SJ01.ato,23246,SM002187,0 3700 21 16 0 0 0 0
SJ01.ato,23291,pPC,0 0
SJ01.ato,23674,SM002189,0 110 21 16 0 0 0 0
SJ01.ato,25158,SM004186,0 0 0 0 0 0 0
SJ01.ato,25174,SM004186,0 0 0 0 5
SJ01.ato,25250,SM004190,0 0 0 0 0 0 0 0
SJ01.ato,25414,SM004187,0 0 21 16 0 0 0 0
SJ01.ato,26018,SM004189,0 7113 21 16 0 0 0 0
SJ01.ato,26446,SM004188,0 1624 21 16 0 0 0 0
SJ01.ato,26522,SB005186,0 0 0 0 0 0 0 0
SJ01.ato,26538,SB005186,0 0 0 0 6
SJ01.ato,26790,SB005190,0 619 21 16 0 0 0 0
SJ01.ato,26954,SB005187,0 0 21 16 0 0 0 0
SJ01.ato,27294,SB005189,0 5601 21 16 0 0 0 0
SJ01.ato,27898,SB005188,0 2070 21 16 0 0 0 0
SJ01.ato,27974,SB005191,0 0 0 0 0 0 0 0
SJ01.ato,28434,SB039186,0 5046 21 16 0 0 0 0
SJ01.ato,28450,SB039186,0 0 0 0 7
SJ01.ato,28494,TO4C,3950 52 0 0 0
SJ01.ato,28614,SB039190,0 0 21 16 0 0 0 0
SJ01.ato,28643,.dC,0
SJ01.ato,28778,SB039180,0 0 21 16 0 0 0 0
SJ01.ato,29690,SB039187,0 0 0 0 0 0 0 0
SJ01.ato,29854,SB039189,0 0 21 16 0 0 0 0
SJ01.ato,29990,SB039188,0 0 0 0 0 0 0 0
SJ01.ato,30066,SB039191,0 0 0 0 0 0 0 0
SJ01.ato,30202,SB037186,0 0 0 0 0 0 0 0
SJ01.ato,30218,SB037186,0 0 0 0 7
SJ01.ato,30382,SB037190,0 0 21 16 0 0 0 0
SJ01.ato,30546,SB037180,0 0 21 16 0 0 0 0
SJ01.ato,32338,SB037187,0 0 0 0 0 0 0 0
SJ01.ato,32383,WIC,0 0
SJ01.ato,32914,SB037189,0 9497 21 16 0 0 0 0
SJ01.ato,33050,SB037188,0 0 0 0 0 0 0 0
SJ01.ato,33126,SB037191,0 0 0 0 0 0 0 0
SJ01.ato,33262,SB038186,0 0 0 0 0 0 0 0
SJ01.ato,33278,SB038186,0 0 0 0 7
SJ01.ato,33442,SB038190,0 0 21 16 0 0 0 0
SJ01.ato,33606,SB038180,0 0 21 16 0 0 0 0
SJ01.ato,34606,SB038187,0 1510 21 16 3 0 0 0
SJ01.ato,35122,SB038189,0 9393 21 16 0 0 0 0
SJ01.ato,35258,SB038188,0 0 0 0 0 0 0 0
SJ01.ato,35334,SB038191,0 0 0 0 0 0 0 0
SJ01.ato,35470,SE015186,0 0 0 0 0 0 0 0
SJ01.ato,35486,SE015186,0 0 0 0 4
SJ01.ato,36002,SE015190,0 3318 21 16 0 0 0 0
SJ01.ato,36166,SE015187,0 0 21 16 0 0 0 0
SJ01.ato,36330,SE015189,0 0 21 16 0 0 0 0
SJ01.ato,36466,SE003144,0 0 0 0 0 0 0 0
SJ01.ato,36482,SE003186,0 0 0 0 1
SJ01.ato,36509,B6w,461 0
SJ01.ato,36646,SE004186,0 0 21 16 0 0 0 0
SJ01.ato,36662,SE004186,0 0 0 0 7
SJ01.ato,37178,SE004190,0 2048 21 16 0 0 0 0
SJ01.ato,37342,SE004180,0 0 21 16 0 0 0 0
SJ01.ato,37506,SE004187,0 0 21 16 0 0 0 0
SJ01.ato,37846,SE004189,0 2877 21 16 0 0 0 0
SJ01.ato,37982,SE004188,0 0 0 0 0 0 0 0
SJ01.ato,38058,SE004191,0 0 0 0 0 0 0 0
SJ01.ato,38194,SB017186,0 0 0 0 0 0 0 0
SJ01.ato,38210,SB017190,0 0 0 0 4
SJ01.ato,39658,SB017187,0 2136 21 16 0 0 0 0
SJ01.ato,40438,SB017189,0 6212 21 16 0 0 0 0
SJ01.ato,40574,SB017188,0 0 0 0 0 0 0 0
SJ01.ato,40650,SM005186,0 0 0 0 0 0 0 0
SJ01.ato,40666,SM005190,0 0 0 0 4
SJ01.ato,41182,SM005187,0 1772 21 16 0 0 0 0
SJ01.ato,41610,SM005189,0 21 16 0 0 0 0
SJ01.ato,42126,SM005191,0 5305 21 16 0 0 0 0
SJ01.ato,42466,SE003186,0 725 21 16 0 0 0 0
SJ01.ato,42482,SE003190,0 0 0 0 5
SJ01.ato,42646,SE003180,0 0 21 16 0 0 0 0
SJ01.ato,43778,SE003187,0 3710 21 16 9 0 0 0
SJ01.ato,43823,u_C,0 0
SJ01.ato,43942,SE003189,0 0 21 16 0 0 0 0
SJ01.ato,44078,SE003188,0 0 0 0 0 0 0 0
SJ01.ato,44154,SB016186,0 0 0 0 0 0 0 0
SJ01.ato,44170,SB016190,0 0 0 0 5
SJ01.ato,44334,SB016187,0 0 21 16 0 0 0 0
SJ01.ato,47314,SB016189,0 21 16 0 0 0 0
SJ01.ato,49942,SB016188,0 0 0 0 0 0 0
SJ01.ato,50018,SB016191,0 0 0 0 0 0 0 0
SJ01.ato,50462,SE008186,0 0 0 0 0 0 0 0
SJ01.ato,50478,SE008190,0 0 0 0 7
SJ01.ato,50642,SE008187,0 0 21 16 0 0 0 0
SJ01.ato,50821,BP0uC,768 0 0 0 5632
SJ01.ato,50909,BP0uC,768 0 0 0 5632
SJ01.ato,50982,SE008189,0 110 21 16 0 0 0 0
SJ01.ato,51410,SE008188,0 1791 21 16 0 0 0 0
SJ01.ato,51486,SE008191A,0 0 0 0 0 0 0 0
SJ01.ato,52193,B8Y,768 0 0 0 5632
SJ01.ato,52370,SE008191B,0 0 0 0 0 0 0 0
SJ01.ato,52655,2fB,0 0 0 0 0
SJ01.ato,52799,2fB,0 0 0 0 0
SJ01.ato,53486,SE008191C,0 4600 21 16 3 0 0 0
SJ01.ato,54370,SM005188,0 0 0 0 0 0 0 0
SJ01.ato,54386,SM005188,0 0 0 0 1
SJ01.ato,54990,SM002188,0 760 21 16 99 0 0 0
SJ01.ato,55006,SM002188,99 0 0 0 1
SJ01.ato,55033,BWY,461 0
SJ01.ato,56010,SM004191,0 0 0 0 0 0 0
SJ01.ato,56026,SM004191,0 0 0 0 1
SJ01.ato,56922,SM002191,0 4105 21 16 0 0 0 0
SJ01.ato,56938,SM002191,0 0 0 0 1
SJ01.ato,56966,QlQC,1 5050 52 0
SJ01.ato,58622,SB017191,0 4027 21 16 0 0 0 0
SJ01.ato,58638,SB017191,0 0 0 0 1
SJ02.ato,68,181,0 0 3 25 4 0 23 24
SJ02.ato,124,LOCATE,41 24 0 0 65 0 0
SJ02.ato,209,185,0 4 25 4 1 23 24
SJ02.ato,317,LOCATE,20 0 1 4000 0
SJ02.ato,355,OMA,0 0 0 0
SJ02.ato,391,OMA,
SJ02.ato,522,SM004006,0 0 0 0 0 0 0 0
SJ02.ato,731,SM002090,1 0 0 0 0 0 0 0
SJ02.ato,940,SB005181,0 0 0 0 0 0 0 0
SJ02.ato,1149,SB012181,0 0 0 0 0 0 0 0
SJ02.ato,1358,SB014181,0 0 0 0 0 0 0 0
SJ02.ato,1567,SE003181,0 0 0 0 0 0 0 0
SJ02.ato,1612,iF7Bk,0 1 0 9 2 0 0
SJ02.ato,1776,SN005181,0 0 0 0 0 0 0 0
SJ02.ato,1985,SE004181,0 0 0 0 0 0 0 0
SJ02.ato,2194,SM002185,0 0 0 0 0 0 0 0
SJ02.ato,2403,SB005009,0 0 0 0 0 0 0 0
SJ02.ato,2612,SM004046,0 0 0 0 0 0 0 0
SJ02.ato,2821,SB039184,0 0 0 0 0 0 0 0
SJ02.ato,2894,play,0 0 0 0 0 0 0 13
SJ02.ato,2910,181,0 0 0 13 2
SJ02.ato,3054,SN005181,65 0 0 0 28 16 8
SJ02.ato,3082,SE003181,8 0 28 16 7
SJ02.ato,3110,SB014181,7 0 28 16 6
SJ02.ato,3138,SB012181,6 0 28 16 5
SJ02.ato,3166,SE004181,5 0 28 16 9
SJ02.ato,3194,SM002181,9 0 28 16 3
SJ02.ato,3222,SB005181,3 0 28 16 4
SJ02.ato,3250,SM004181,4 0 28 16 2
SJ02.ato,3394,185,2066 25 4 1 2100 25 4 0
SJ02.ato,3502,SM004185,0 25 4 0 0 28 16 12
SJ02.ato,3530,SM002185,12 0 28 16 10
SJ02.ato,3558,SB002185,10 0 28 16 11
SJ02.ato,3586,SB039185,11 0 28 16 13
SJ02.ato,3850,SB005181,4000 0 25 4 0
SJ02.ato,3866,SB005181,25 4 0 1
SJ02.ato,5526,SM004006,0 0 0 0 0 0 0
SJ02.ato,5542,SM004181,0 0 0 0 1
SJ02.ato,7730,SM002090,0 0 0 0 0 0 0
SJ02.ato,7746,SM002181,0 0 0 0 1
SJ02.ato,8526,SE003181,0 0 0 0 0 0 0
SJ02.ato,8542,SE003181,0 0 0 0 1
SJ02.ato,8924,KCzJ,0 0 0
SJ02.ato,9012,KCzJ,0 0 0
SJ02.ato,9100,bCd,0 0 0
SJ02.ato,9188,bCd,0 0 0 0
SJ02.ato,9276,bCd,0 0 0 0
SJ02.ato,9364,bCd,0 0 0
SJ02.ato,9452,bCd,0 0 0
SJ02.ato,9470,Bsr,4165 22 48 0 0
SJ02.ato,9558,Bsr,4220 22 48 0 0
SJ02.ato,9719,00A,0 0 0
SJ02.ato,9806,SE004181,0 0 0 0 0 0 0 0
SJ02.ato,9822,SE004181,0 0 0 0 1
SJ02.ato,10468,FCW,0 0 0
SJ02.ato,10556,FCW,0 0 0 0
SJ02.ato,10644,FCW,0 0 0 0
SJ02.ato,10732,FCW,0 0 0
SJ02.ato,10820,FCW,0 0 0
SJ02.ato,11174,SN005181,0 0 0 0 0 0 0 0
SJ02.ato,11190,SN005181,0 0 0 0 1
SJ02.ato,12630,SB012181,0 0 0 0 0 0 0 0
SJ02.ato,12646,SB012181,0 0 0 0 1
SJ02.ato,13954,SB014181,0 0 0 0 0 0 0 0
SJ02.ato,13970,SB014181,0 0 0 0 1
SJ02.ato,15982,SM002185,0 0 0 0 0 0 0
SJ02.ato,15998,SM002185,0 0 0 0 1
SJ02.ato,16023,xeCP,0
SJ02.ato,17642,SB005009,0 0 0 0 0 0 0 0
SJ02.ato,17658,SB002185,0 0 0 0 1
SJ02.ato,19498,SM004046,0 0 0 0 0 0 0 0
SJ02.ato,19514,SM004185,0 0 0 0 1
SJ02.ato,20354,SB039184,0 0 0 0 0 0 0 0
SJ02.ato,20370,SB039185,0 0 0 0 1
SJ03.ato,68,192,0 0 4 25 4 0 23 24
SJ03.ato,136,MHRT05,0 0 66 0 0 24 32 0
SJ03.ato,164,LOCATE,0 0 0 0 0 0
SJ03.ato,237,184,0 0 0 3 23 24
SJ03.ato,305,LOCATE,41 24 0 0 0 65 0 0
SJ03.ato,542,SM002090,41 24 0 0 0 66 0 0
SJ03.ato,604,K2C,0 0 0
SJ03.ato,751,SB039184,0 0 0 0 0 0 0 0
SJ03.ato,980,SB037180,1 0 0 0 0 0 0 0
SJ03.ato,1042,h1C,0 0 0
SJ03.ato,1189,SB038183,1 0 0 0 0 0 0 0
SJ03.ato,1311,QhA,0 0
SJ03.ato,1398,SB012192,0 0 0 0 0 0 0 0
SJ03.ato,1607,SB014192,0 0 0 0 0 0 0 0
SJ03.ato,1650,3Bzs,0 0 0 0
SJ03.ato,1776,SM004192,0 0 0 27 12 0 0 0
SJ03.ato,1823,8D0,0 0 0
SJ03.ato,1883,8D0,0 0 0 0
SJ03.ato,1945,SM002192,0 0 0 27 12 0 0 0
SJ03.ato,1991,T8D,0 0 0
SJ03.ato,2051,T8D,0 0 0 0
SJ03.ato,2170,MHRT05,0 0 1 10 1 24 32 0
SJ03.ato,2198,SM005192,0 0 0 0 0 0
SJ03.ato,2367,SB005192,0 0 0 27 12 0 0 0
SJ03.ato,2536,SB039192,0 0 0 27 12 0 0 0
SJ03.ato,2609,play,0 0 0 0 0 0 0 12
SJ03.ato,2625,192,0 0 0 12 2
SJ03.ato,2733,SB012192,0 25 4 0 0 28 16 6
SJ03.ato,2761,SB014192,6 0 28 16 7
SJ03.ato,2789,SB005192,7 0 28 16 11
SJ03.ato,2817,SM004192,11 0 28 16 8
SJ03.ato,2845,SB039192,8 0 28 16 12
SJ03.ato,2873,SM002192,12 0 28 16 9
SJ03.ato,2901,SM005192,9 0 28 16 10
SJ03.ato,3109,MHRT05,25 4 0 24 32 0
SJ03.ato,3333,184,41 24 0 0 0 66 0 0
SJ03.ato,3477,SB039184,0 65 0 0 0 28 16 3
SJ03.ato,3505,SB037184,3 0 28 16 4
SJ03.ato,3533,SB038184,4 0 28 16 5
SJ03.ato,3561,SM002184,5 0 28 16 2
SJ03.ato,3733,SB039184,8692 25 4 1 8745 25 4 0
SJ03.ato,3749,SB039184,8745 25 4 0 1
SJ03.ato,7477,hD6,7 0 0 0 7990 22 48
SJ03.ato,7653,hD6,7 0 0 0 8691 22 48
SJ03.ato,8973,SB038183,0 0 0 0 0 0 0 0
SJ03.ato,8989,SB038184,0 0 0 0 1
SJ03.ato,10517,SM002090,0 0 0 0 0 0 0 0
SJ03.ato,10533,SM002184,0 0 0 0 1
SJ03.ato,14385,SB037180,0 0 0 0 0 0 0 0
SJ03.ato,14401,SB037184,0 0 0 0 1
SJ03.ato,16369,SB039192,0 0 0 0 0 0 0 0
SJ03.ato,16385,SB039192,0 0 0 0 1
SJ03.ato,17077,SB005192,0 0 0 0 0 0 0
SJ03.ato,17093,SB005192,0 0 0 0 1
SJ03.ato,20777,SM005192,0 0 0 0 0 0 0
SJ03.ato,20793,SM005192,0 0 0 0 1
SJ03.ato,23749,SLASH007,0 1 10 0 24 32 0
SJ03.ato,23853,NOISE01,0 0 0 0 24 32 0
SJ03.ato,23897,SLASH007,0 0 0 0 24 32 0
SJ03.ato,25205,SM004192,0 0 0 0 0 0 0
SJ03.ato,25221,SM004192,0 0 0 0 1
SJ03.ato,30753,SB014192,0 0 0 0 0 0 0
SJ03.ato,30769,SB014192,0 0 0 0 1
SJ03.ato,31739,qAp,0 0 0 0
SJ03.ato,32373,SB012192,0 0 0 0 0 0 0
SJ03.ato,32389,SB012192,0 0 0 0 1
SJ03.ato,32418,V5D,0
SJ03.ato,33054,QhA,0 0
SJ03.ato,33142,QhA,0 0
SJ03.ato,33230,QhA,0 0
SJ03.ato,33257,SM002192,0 0 0 0 0 0 0
SJ03.ato,33273,SM002192,0 0 0 0 1
SJ03.ato,33303,PD0,0
SJ03.ato,35786,G8B,0 0
SJ03.ato,35874,G8B,0 0
SJ04.ato,68,182,0 0 3 25 4 0 23 24
SJ04.ato,124,LOCATE,41 24 0 0 65 0 0
SJ04.ato,209,183,0 0 3 25 4 1 23 24
SJ04.ato,265,LOCATE,41 24 0 0 65 0 0
SJ04.ato,430,SM002182,0 0 0 27 12 0 0 0
SJ04.ato,599,SM004182,0 0 0 27 12 0 0 0
SJ04.ato,768,SB005182,0 0 0 27 12 0 0 0
SJ04.ato,937,SB014182,0 0 0 27 12 0 0 0
SJ04.ato,1106,SB012182,0 0 0 27 12 0 0 0
SJ04.ato,1275,SM002182,0 0 0 27 12 0 0 0
SJ04.ato,1444,SM004182,0 0 0 27 12 0 0 0
SJ04.ato,1613,SB005182,0 0 0 27 12 0 0 0
SJ04.ato,1656,6As,0 0 0
SJ04.ato,1822,SB014182,0 0 0 0 0 0 0 0
SJ04.ato,2031,SB012182,0 0 0 0 0 0 0 0
SJ04.ato,2200,SB039182,0 0 0 27 12 0 0 0
SJ04.ato,2369,SB037182,0 0 0 27 12 0 0 0
SJ04.ato,2538,SB038182,0 0 0 27 12 0 0 0
SJ04.ato,2582,BXy,0 256 256 2304 512 0 0
SJ04.ato,2618,BXy,62 0 835 5632
SJ04.ato,2707,SE003182,0 0 0 27 12 0 0 0
SJ04.ato,2751,BXy,0 256 256 2304 512 0 0
